text,category,priority,sentiment,resolution_time
I am facing order not updated,Trade,Low,0.0,59
The box arrived already opened need urgent help,Packaging,Medium,0.0,34
Good packaging and good quality,Product,Low,0.375,102
Honestly herbal capsules packaging was leaking because Seal was broken angry need urgent help very bad service,Packaging,High,-0.667,10
This is to inform you Packaging is completely broken this is not acceptable,Packaging,Low,-0.375,93
"After using protein powder, I faced headache",Product,Low,0.0,70
Honestly herbal capsules order not updated so No response about no stock extremely upset,Trade,Low,-0.375,116
This is to inform you My order has no stock because My order has price confusion extremely upset,Trade,Medium,-0.375,34
Packaging is completely wet,Packaging,Low,0.0,106
Very satisfied with service,Product,Low,0.444,62
This is to inform you Packaging is completely broken and immunity booster order not updated very disappointed this is not acceptable,Packaging,Low,-0.545,106
Honestly My order has late shipment also protein powder packaging was seal missing not happy reply fast,Trade,High,-0.167,2
"I need help After using vitamin tablets, I faced dizziness plus I think vitamin tablets is contaminated because I got allergy worst experience urgent",Product,High,-0.545,9
Nice experience overall,Packaging,Low,0.375,63
Delivery was fast and smooth,Packaging,Low,0.375,84
"I think vitamin tablets is rotten because I got skin rash even After using vitamin tablets, I faced skin rash need urgent help",Product,Medium,0.0,14
immunity booster is tastes bad and I am facing late shipment extremely upset please fix this,Product,Medium,-0.615,47
Everything is working fine,Trade,Low,0.0,69
I need help I used immunity booster and got nausea even I am facing no stock worst experience,Product,Low,-0.545,105
This is to inform you I am facing order not updated worst experience,Trade,Low,-0.545,93
Packaging is completely damaged need urgent help,Packaging,Medium,-0.375,31
Seal was wet,Packaging,Low,0.0,85
Product quality is very good,Product,Low,0.375,88
Very bad experience I used protein powder and got stomach pain very disappointed kindly resolve,Product,Low,-0.545,102
Product quality is very good,Packaging,Low,0.375,114
"I want to complain The box arrived torn so After using energy drink, I faced skin rash reply fast",Packaging,Low,0.0,106
I used immunity booster and got nausea not happy urgent,Product,Medium,0.167,30
Received vitamin tablets in crushed condition,Packaging,Low,0.0,96
Honestly I am facing no stock but herbal capsules packaging was leaking angry,Trade,Medium,-0.444,18
Delivery was fast and smooth,Product,Medium,0.375,17
Product quality is very good,Packaging,Low,0.375,57
Facing issue Received vitamin tablets in already opened condition extremely upset please fix this,Packaging,Low,-0.5,61
Honestly herbal capsules order not updated not happy,Trade,Low,0.167,99
Facing issue Received vitamin tablets in wet condition but I think immunity booster is rotten because I got stomach pain urgent,Packaging,Medium,-0.286,13
Seal was leaking  not good,Packaging,Medium,0.0,38
Nice experience overall,Product,Low,0.375,119
Nice experience overall,Trade,Low,0.375,102
Everything is working fine,Trade,Low,0.0,110
Facing issue protein powder order not updated angry,Trade,Low,-0.545,89
Seal was damaged also I used energy drink and got skin rash not happy,Packaging,Low,-0.286,84
energy drink is tastes bad but Received immunity booster in wet condition extremely upset pls help asap,Product,Medium,-0.545,21
Received herbal capsules in seal missing condition not happy please fix this,Packaging,Medium,0.167,34
Nice experience overall,Packaging,Low,0.375,101
This is to inform you I think weight loss supplement is tastes bad because I got nausea very disappointed,Product,Low,-0.545,52
Good packaging and good quality,Packaging,Low,0.375,105
Very bad experience There is order not updated for immunity booster,Trade,Low,-0.375,62
Very bad experience Packaging is completely seal missing because Packaging is completely damaged worst experience,Packaging,Medium,-0.706,48
Good packaging and good quality,Packaging,Low,0.375,80
vitamin tablets is fake frustrated,Product,Medium,-0.583,16
Everything is working fine,Trade,Low,0.0,59
Seal was already opened also I am facing no stock angry not good,Packaging,Medium,-0.444,44
Very bad experience The box arrived crushed so This vitamin tablets feels tastes bad not happy,Packaging,Low,-0.286,98
Delivery was fast and smooth,Product,Medium,0.375,20
I am happy with the product,Packaging,Low,0.444,83
vitamin tablets order not updated frustrated respond fast pls help asap,Trade,Medium,-0.375,41
Honestly I think immunity booster is fake because I got headache not happy respond fast,Product,Medium,-0.375,40
immunity booster order not updated very disappointed kindly resolve,Trade,Low,-0.375,74
Very bad experience I am facing delivery delay kindly resolve,Trade,Medium,-0.5,47
I want to complain There is late shipment for weight loss supplement worst experience,Trade,Medium,-0.615,39
vitamin tablets is low quality need urgent help not good,Product,Medium,0.0,26
Honestly Packaging is completely leaking not good,Packaging,Medium,0.0,45
Received energy drink in wet condition not happy pls help asap,Packaging,Low,0.167,51
Delivery was fast and smooth,Product,Low,0.375,92
This is to inform you vitamin tablets order not updated even Received immunity booster in crushed condition very disappointed urgent,Trade,Medium,-0.375,29
There is no stock for immunity booster even There is wrong billing for energy drink urgent,Trade,Medium,0.0,12
Honestly Packaging is completely already opened this is not acceptable,Packaging,Medium,0.0,16
Nice experience overall,Trade,Low,0.375,52
immunity booster packaging was damaged but vitamin tablets order not updated angry respond fast,Packaging,Medium,-0.583,44
Very bad experience immunity booster packaging was crushed worst experience respond fast,Packaging,Medium,-0.643,13
Everything is working fine,Packaging,Low,0.0,67
Facing issue No response about price confusion so There is delivery delay for energy drink this is not acceptable,Trade,Medium,-0.545,26
My order has no stock respond fast,Trade,Medium,0.0,45
I am happy with the product,Trade,Low,0.444,76
I need help weight loss supplement order not updated so I am facing late shipment not happy  very bad service,Trade,Medium,-0.444,30
I want to complain I used herbal capsules and got stomach pain but Seal was crushed angry,Product,Low,-0.444,58
"This herbal capsules feels expired so After using vitamin tablets, I faced burning sensation not happy",Product,Medium,0.167,42
"I want to complain After using energy drink, I faced vomiting very disappointed  reply fast",Product,High,-0.375,9
Good packaging and good quality,Trade,Low,0.375,75
I want to complain No response about wrong billing very disappointed this is not acceptable very bad service,Trade,Low,-0.545,92
energy drink order not updated extremely upset,Trade,Low,-0.375,120
There is wrong billing for vitamin tablets worst experience need urgent help,Trade,Medium,-0.545,37
I am happy with the product,Packaging,Low,0.444,105
Very bad experience weight loss supplement packaging was broken not happy,Packaging,Low,-0.5,64
Very bad experience energy drink order not updated,Trade,Low,-0.375,101
The box arrived damaged extremely upset this is not acceptable not good,Packaging,Low,-0.545,113
My order has wrong billing plus Packaging is completely wet worst experience not good,Trade,Low,-0.545,109
Very bad experience I am facing delivery delay very disappointed  reply fast,Trade,Medium,-0.615,25
Facing issue The box arrived broken not happy respond fast,Packaging,Medium,-0.545,36
I want to complain Seal was wet plus herbal capsules order not updated extremely upset this is not acceptable pls help asap,Packaging,Medium,-0.375,14
Honestly vitamin tablets order not updated also My order has late shipment extremely upset please fix this,Trade,Medium,-0.5,41
Received herbal capsules in broken condition and No response about price confusion urgent,Packaging,Medium,-0.375,48
